user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
1213	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1215	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 96.41, 0.275; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 94.02, 0.273; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 93.73, 0.193; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 93.18, 0.232; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 93.06, 0.252; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 92.84, 0.219; GCF_019583405.1, s__Bacteroides fragilis_B, 95.0, 91.74, 0.241; GCF_040094755.1, s__Bacteroides hominis, 95.0, 90.42, 0.235; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 89.68, 0.185; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 88.09, 0.19; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 87.97, 0.205	13.38	11	0.9511	N/A
1216	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000432435.1, s__Fimenecus sp000432435, 95.0, 99.3, 0.355; GCA_022768065.1, s__Fimenecus sp022768065, 95.0, 93.24, 0.271; GCA_002437245.1, s__Fimenecus sp002437245, 95.0, 92.26, 0.257	13.05	11	0.97479	N/A
1217	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.1%)
1218	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	N/A	N/A	N/A	N/A	N/A	GCF_010120595.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	94.62	0.62	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 92.7, 0.57; GCF_023109335.1, s__Streptococcus salivarius_E, 95.32, 92.32, 0.585; GCF_002094975.1, s__Streptococcus salivarius_D, 95.6, 92.28, 0.558; GCF_902463925.1, s__Streptococcus sp902463925, 95.0, 92.06, 0.575; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 91.88, 0.56; GCF_009738225.1, s__Streptococcus sp001556435, 95.07, 91.75, 0.612; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 91.32, 0.506; GCF_963545685.1, s__Streptococcus sp963545685, 95.0, 91.11, 0.562; GCF_030284685.1, s__Streptococcus raffinosi, 95.0, 89.66, 0.468; GCF_934229725.1, s__Streptococcus sp934229725, 95.27, 89.15, 0.463	11.74	11	0.99857	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1219	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.8%)
122	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.48	11	0.81634	Genome has more than 66.7% of markers with multiple hits
1221	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	98.18	0.607	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	98.18	0.607	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 86.8, 0.268; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 86.65, 0.331; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 86.08, 0.319; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 84.96, 0.246	10.56	11	N/A	N/A
1222	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.3%)
1223	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	GCF_040096455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	99.33	0.745	GCF_040096455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	99.33	0.745	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019424245.1, s__Lachnospira sp019424245, 95.0, 92.57, 0.151	16.3	11	N/A	N/A
1224	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.9%)
1225	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1226	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
1227	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	16.04	11	0.9723	N/A
1228	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.9%)
1229	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.6%)
123	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	GCA_000436835.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	99.04	0.941	GCA_000436835.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	99.04	0.941	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003526845.1, s__Eubacterium_R sp003526845, 95.0, 93.16, 0.468; GCA_963630035.1, s__Eubacterium_R sp963630035, 95.0, 88.46, 0.383; GCA_000434995.1, s__Eubacterium_R sp000434995, 95.0, 87.96, 0.603; GCA_963661525.1, s__Eubacterium_R sp963661525, 95.0, 87.87, 0.438; GCA_945874765.1, s__Eubacterium_R sp945874765, 95.0, 85.83, 0.688; GCA_900540235.1, s__Eubacterium_R sp900540235, 95.0, 83.42, 0.36; GCA_963657005.1, s__Eubacterium_R sp963657005, 95.0, 82.62, 0.329	13.9	11	N/A	Genome has more than 85.8% of markers with multiple hits;Genome domain questionable ( 14.2% Bacterial, 7.5% Archaeal)
1230	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
1231	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
1232	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.9%)
1233	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900539375	GCA_900539375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900539375	99.1	0.792	GCA_900539375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900539375	99.1	0.792	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900317445.1, s__Clostridium sp900317445, 95.0, 94.56, 0.575; GCA_902785295.1, s__Clostridium sp902785295, 95.49, 91.03, 0.511; GCA_022785265.1, s__Clostridium sp022785265, 95.0, 90.84, 0.413	13.01	11	N/A	N/A
1234	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	GCA_964259225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	97.06	0.647	GCA_964259225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	97.06	0.647	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025148785.1, s__Catenibacterium mitsuokai_A, 95.0, 94.65, 0.632; GCF_900540685.1, s__Catenibacterium sp900540685, 95.0, 93.14, 0.592; GCF_900540665.1, s__Catenibacterium sp900540665, 95.0, 92.81, 0.609; GCA_900764725.1, s__Catenibacterium sp900764725, 95.0, 92.16, 0.611; GCF_900764565.1, s__Catenibacterium sp900764565, 95.0, 91.61, 0.595	27.05	11	N/A	Genome has more than 12.5% of markers with multiple hits
1235	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.1%)
1236	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 96.28, 0.288; GCA_000435975.1, s__Vescimonas sp000435975, 95.0, 95.87, 0.296	12.23	11	0.9826	N/A
1237	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.6%)
1238	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
1239	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.6%)
124	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.03	11	0.90104	Genome has more than 10.0% of markers with multiple hits
1240	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
1241	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
1242	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
1243	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1244	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155	GCA_000438155.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155	98.04	0.631	GCA_000438155.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155	98.04	0.631	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021628825.1, s__Suilimivivens sp021628825, 95.0, 92.6, 0.54; GCA_900553305.1, s__Suilimivivens sp900553305, 95.0, 91.08, 0.435; GCA_963638365.1, s__Suilimivivens sp963638365, 95.0, 89.55, 0.469; GCA_963618065.1, s__Suilimivivens sp963618065, 95.0, 88.66, 0.445; GCA_963650485.1, s__Suilimivivens sp963650485, 95.0, 87.9, 0.385	10.66	11	N/A	N/A
1245	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.6%)
1246	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	15.55	11	0.88228	N/A
1247	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.9%)
1249	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_000435555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555	97.05	0.443	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 92.48, 0.366; GCA_900548615.1, s__Vescimonas sp900548615, 95.0, 88.4, 0.161; GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 87.7, 0.209; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 87.4, 0.241; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 87.35, 0.245; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 87.0, 0.273; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 86.85, 0.218; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 86.64, 0.226; GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 86.47, 0.186; GCA_963628195.1, s__Vescimonas sp963628195, 95.0, 86.1, 0.213; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 85.65, 0.159; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 85.63, 0.197; GCA_945878665.1, s__Vescimonas sp945878665, 95.0, 85.25, 0.187; GCA_900545585.1, s__Vescimonas sp900545585, 95.0, 85.11, 0.21; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 84.87, 0.229; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 84.84, 0.218; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 84.83, 0.23; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 84.71, 0.162	17.18	11	0.99902	N/A
125	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025567095.1, s__Anthropogastromicrobium aceti, 95.11, 98.48, 0.317; GCA_934292725.1, s__Anthropogastromicrobium sp934292725, 95.0, 96.1, 0.306	24.6	11	0.96255	Genome has more than 19.2% of markers with multiple hits
1250	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	N/A	N/A	N/A	N/A	N/A	GCA_900751035.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900751035	90.2	0.277	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 94.85, 0.473; GCA_000432135.1, s__CAG-170 sp000432135, 95.0, 93.39, 0.416; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 89.88, 0.383; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 89.18, 0.286; GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 88.8, 0.305; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 87.03, 0.18; GCA_002404795.1, s__CAG-170 sp002404795, 95.0, 86.94, 0.208	10.7	11	0.99846	Genome domain questionable ( 11.7% Bacterial, 1.9% Archaeal)
1251	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
1252	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.2%)
1253	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
1254	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.9%)
1255	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.4%)
1256	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1257	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
1258	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
126	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	N/A	N/A	N/A	N/A	N/A	GCF_000233955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	95.21	0.458	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000205165.1, s__Paraprevotella xylaniphila, 95.0, 94.02, 0.461	38.6	11	0.9975	Genome has more than 22.5% of markers with multiple hits
1260	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
1261	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_938049025.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900752285	97.63	0.251	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000434635.1, s__Faecousia sp000434635, 95.0, 94.82, 0.408; GCA_934572365.1, s__Faecousia sp934572365, 95.67, 91.75, 0.273; GCA_934569225.1, s__Faecousia sp934569225, 95.0, 91.53, 0.373; GCA_934569215.1, s__Faecousia sp934569215, 95.1, 90.94, 0.269; GCA_900546075.1, s__Faecousia sp900546075, 95.0, 90.63, 0.313; GCA_002436765.1, s__Faecousia sp002436765, 95.0, 89.7, 0.31	19.18	11	0.99367	N/A
1263	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.0%)
1264	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.2%)
1265	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.5%)
1266	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.5%)
1267	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1268	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
1269	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.8%)
127	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.61	0.791	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.61	0.791	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	28.57	11	N/A	Genome has more than 47.5% of markers with multiple hits
1270	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_947646015.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp947646015	91.48	0.173	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 93.13, 0.164; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 91.57, 0.156; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 90.34, 0.153; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 88.09, 0.162	38.01	11	0.98263	N/A
1271	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
