user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
1253	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.7%)
1254	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1255	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
1256	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
1258	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.9%)
1259	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
126	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.7%)
1260	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	GCF_040096555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	98.16	0.761	GCF_040096555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	98.16	0.761	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019734885.1, s__Coprococcus_A catus, 95.0, 91.14, 0.468	14.38	11	N/A	N/A
1261	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1262	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.4%)
1263	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1264	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	98.9	0.771	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	98.9	0.771	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	18.25	11	N/A	N/A
1265	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.5%)
1266	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
1268	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1269	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 92.05, 0.458; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 91.0, 0.281; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 90.96, 0.45; GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 90.81, 0.395; GCA_900545585.1, s__Vescimonas sp900545585, 95.0, 90.45, 0.42; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 89.97, 0.374; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 89.48, 0.398; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 89.42, 0.417; GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 88.88, 0.244; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 87.87, 0.313; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 87.49, 0.291; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 87.08, 0.258; GCA_934565655.1, s__Vescimonas sp934565655, 95.0, 86.97, 0.158; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 86.59, 0.221; GCA_945878665.1, s__Vescimonas sp945878665, 95.0, 86.35, 0.233; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 86.21, 0.231; GCA_963640475.1, s__Vescimonas sp963640475, 95.0, 85.99, 0.152; GCA_934597345.1, s__Vescimonas sp934597345, 95.0, 85.91, 0.158; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 85.89, 0.266; GCA_963628195.1, s__Vescimonas sp963628195, 95.0, 85.63, 0.215; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 85.45, 0.222	18.17	11	0.9792	N/A
127	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 96.3, 0.378; GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 94.97, 0.308; GCA_036312945.1, s__Anaerostipes hadrus_C, 95.0, 94.18, 0.337; GCF_025567365.1, s__Anaerostipes amylophilus, 95.0, 93.98, 0.323; GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 91.17, 0.309	38.26	11	0.996	Genome has more than 15.0% of markers with multiple hits
1270	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.1%)
1272	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	N/A	N/A	N/A	N/A	N/A	GCA_002404795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	94.77	0.647	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 88.17, 0.331; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 88.08, 0.441; GCA_000432135.1, s__CAG-170 sp000432135, 95.0, 87.99, 0.39; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 86.66, 0.299; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 86.52, 0.382; GCA_900751035.1, s__CAG-170 sp900751035, 95.0, 86.47, 0.265; GCA_934613505.1, s__CAG-170 sp934613505, 95.0, 86.23, 0.244; GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 85.78, 0.276; GCA_934670025.1, s__CAG-170 sp934670025, 95.0, 85.08, 0.278	10.29	11	0.99464	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1273	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	N/A	N/A	N/A	N/A	N/A	GCA_938036765.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900547815	91.56	0.626	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000156655.1, s__Holdemanella biformis, 95.0, 94.75, 0.646; GCF_014306155.1, s__Holdemanella hominis, 95.87, 92.78, 0.588; GCF_009696075.1, s__Holdemanella porci, 95.0, 92.2, 0.563; GCF_024460475.1, s__Holdemanella sp900556915, 95.94, 91.75, 0.6; GCF_934754935.1, s__Holdemanella sp934754935, 95.0, 90.9, 0.615; GCA_003436425.1, s__Holdemanella sp003436425, 95.0, 90.55, 0.572; GCF_934772795.1, s__Holdemanella sp934772795, 95.18, 89.99, 0.527; GCF_003458715.1, s__Holdemanella sp003458715, 95.0, 89.61, 0.477; GCF_900754615.1, s__Holdemanella sp900754615, 95.0, 88.09, 0.404	11.44	11	0.99843	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1274	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1277	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.4%)
1278	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1279	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.9%)
128	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	15.61	11	0.9805	N/A
1280	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	96.95	0.75	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	96.95	0.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 89.78, 0.546; GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 89.65, 0.422	11.99	11	N/A	N/A
1281	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
1282	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.8%)
1284	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.5%)
1285	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
1287	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.4%)
1289	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.7%)
129	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.91	0.313	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 91.93, 0.214; GCA_963596755.1, s__Fusicatenibacter sp963596755, 95.0, 88.5, 0.189; GCA_963661155.1, s__Fusicatenibacter massiliensis_A, 95.0, 88.06, 0.17	16.48	11	0.99999	Genome has more than 19.2% of markers with multiple hits
1290	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	GCF_001275135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	97.45	0.866	GCF_001275135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	97.45	0.866	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_937930345.1, s__Prevotella sp905214625, 95.0, 89.63, 0.549; GCA_000436695.1, s__Prevotella sp000436695, 95.0, 87.26, 0.464	14.38	11	N/A	N/A
1291	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.2%)
1292	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
1293	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
1296	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	GCA_900539115.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	96.31	0.71	GCA_900539115.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	96.31	0.71	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002431395.1, s__Eubacterium_F sp002431395, 95.0, 93.2, 0.66; GCA_000434115.1, s__Eubacterium_F sp000434115, 95.0, 92.97, 0.582; GCA_905212635.1, s__Eubacterium_F sp905212635, 95.0, 90.51, 0.594; GCA_934316845.1, s__Eubacterium_F sp934316845, 95.0, 90.15, 0.524; GCA_002435545.1, s__Eubacterium_F sp002435545, 95.0, 88.85, 0.418	10.82	11	N/A	N/A
1298	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
1299	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_010509575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	97.26	0.457	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 90.3, 0.269; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 89.64, 0.235; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 89.49, 0.243; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 89.39, 0.262; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 89.35, 0.236; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 89.16, 0.252; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 89.09, 0.185; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 88.84, 0.228; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 88.84, 0.219; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 88.8, 0.193; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 88.72, 0.25; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 88.72, 0.22; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 88.71, 0.248; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 88.66, 0.254; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 88.59, 0.192; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 88.56, 0.215; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 88.48, 0.252; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 88.47, 0.27; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 88.37, 0.215; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 88.32, 0.248; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 88.3, 0.236; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 88.27, 0.211; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 88.26, 0.237; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 88.2, 0.242; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 88.2, 0.236; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 88.16, 0.168; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 88.14, 0.246; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 88.07, 0.274; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 88.03, 0.251; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 87.91, 0.195; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 87.84, 0.165; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 87.8, 0.206; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 87.74, 0.165; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 87.71, 0.183; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 87.7, 0.229; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.7, 0.222; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 87.54, 0.229; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 87.52, 0.194; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 87.51, 0.204; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 87.48, 0.226; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 87.4, 0.197; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 87.38, 0.191; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 87.2, 0.181; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 87.07, 0.225; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 86.98, 0.186; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 86.91, 0.205; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 86.79, 0.211; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 86.62, 0.179; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 86.54, 0.178	10.09	11	0.99939	N/A
13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	97.86	0.613	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_025147485.1, s__Bacteroides uniformis, 95.0, 97.86, 0.613; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 93.6, 0.48; GCF_004793475.1, s__Bacteroides muris, 95.0, 90.57, 0.437; GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 89.54, 0.22; GCF_025146565.1, s__Bacteroides eggerthii, 95.0, 88.56, 0.18; GCA_037413095.1, s__Bacteroides sp905197435, 95.0, 86.79, 0.429; GCF_025147325.1, s__Bacteroides stercoris, 95.0, 85.79, 0.176; GCF_900129655.1, s__Bacteroides clarus, 95.0, 83.66, 0.161; GCA_905203765.1, s__Bacteroides sp905203765, 95.0, 81.76, 0.155	18.75	11	N/A	Genome has more than 55.0% of markers with multiple hits
130	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	N/A	N/A	N/A	N/A	N/A	GCF_014288065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	98.71	0.486	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003438075.1, s__Ruminococcoides sp003438075, 95.0, 89.78, 0.353	26.81	11	1.0	Genome has more than 36.7% of markers with multiple hits
1300	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.6%)
1301	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1302	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
1304	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1305	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1306	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.6%)
1307	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
1309	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
