Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
9	64.76	100.91	Neural Network (Specific Model)	11	0.916	10157	334.79438348881047	22656067	0.46	20689	2986	43679	Low confidence prediction - substantial (35%) disagreement between completeness prediction models
90	62.23	44.01	Neural Network (Specific Model)	11	0.879	10988	331.65184122429457	2363209	0.6	2091	230	38874	None
91	14.4	3.43	Neural Network (Specific Model)	11	0.877	2500	238.52804642166345	842241	0.41	1034	305	7878	None
92	30.8	13.55	Neural Network (Specific Model)	11	0.834	3211	217.98066075745368	970371	0.37	1241	289	11202	None
93	72.95	0.26	Gradient Boost (General Model)	11	0.878	10272	282.32674853176724	1804364	0.56	1873	236	35334	None
94	22.35	7.8	Neural Network (Specific Model)	11	0.887	6049	284.60535117056855	1436707	0.52	1495	276	37439	None
95	70.14	0.85	Gradient Boost (General Model)	11	0.81	9451	296.2261973456434	1897334	0.53	1733	258	34017	None
97	28.37	7.19	Neural Network (Specific Model)	11	0.857	7431	249.01541554959786	1293658	0.51	1492	195	28415	None
98	47.76	2.25	Neural Network (Specific Model)	11	0.899	6743	261.28199404761904	1168875	0.42	1344	235	22555	None
99	67.76	1.38	Gradient Boost (General Model)	11	0.91	7438	279.58917589175894	1495017	0.34	1626	258	24132	None
1	0.0	123.39	Neural Network (Specific Model)	11	0.904	11378	343.7710246351456	209592641	0.43	184046	22590	55146	None
117	11.75	0.46	Neural Network (Specific Model)	11	0.872	2500	218.59055982436882	682163	0.52	911	238	9432	None
120	12.66	0.72	Neural Network (Specific Model)	11	0.909	2500	256.16234887737477	487915	0.43	579	165	6347	None
121	55.94	0.51	Neural Network (Specific Model)	11	0.886	11382	287.8706438275251	1645545	0.46	1693	178	33200	None
125	18.46	12.66	Neural Network (Specific Model)	11	0.889	3062	247.23069936421436	917442	0.39	1101	266	13226	None
127	13.74	0.43	Neural Network (Specific Model)	11	0.832	4906	206.99267399267399	810536	0.39	1092	187	11755	None
130	37.81	3.41	Neural Network (Specific Model)	11	0.87	8987	297.41456582633054	1097049	0.62	1071	145	30307	None
155	63.56	1.27	Neural Network (Specific Model)	11	0.885	10916	275.3095637583893	1111390	0.39	1192	131	28911	None
174	17.32	0.19	Neural Network (Specific Model)	11	0.875	4680	235.57412060301507	641544	0.34	796	159	15933	None
177	0.0	26.52	Neural Network (Specific Model)	11	0.921	8620	250.6216577540107	610433	0.41	748	93	19378	None
183	9.12	0.22	Neural Network (Specific Model)	11	0.874	2500	222.50823529411764	323283	0.5	425	115	6994	None
185	9.27	0.06	Neural Network (Specific Model)	11	0.896	2785	261.15644171779144	284225	0.53	326	89	7865	None
197	19.11	1.22	Neural Network (Specific Model)	11	0.913	7945	345.47133757961785	533813	0.61	471	81	24556	None
259	10.11	0.33	Neural Network (Specific Model)	11	0.851	5991	251.7560975609756	290641	0.34	328	61	11571	None
260	16.38	2.18	Neural Network (Specific Model)	11	0.886	8916	309.1628787878788	551733	0.39	528	77	22063	None
28	53.0	11.95	Neural Network (Specific Model)	11	0.888	2500	265.55349716446125	2365958	0.43	2645	736	17607	None
295	20.5	1.47	Neural Network (Specific Model)	11	0.904	9444	260.4662379421222	268331	0.32	311	39	18382	None
30	41.01	17.15	Neural Network (Specific Model)	11	0.865	6461	266.77487391104995	4028069	0.38	4362	778	21679	None
306	9.89	0.43	Neural Network (Specific Model)	11	0.857	15866	263.6720516962843	569839	0.47	619	42	43325	None
56	91.99	59.87	Neural Network (Specific Model)	11	0.91	11277	295.92443690966337	4024759	0.39	4129	438	46831	None
60	85.12	45.58	Neural Network (Specific Model)	11	0.894	9425	297.88121546961327	3251953	0.49	3258	406	42218	None
61	94.48	42.32	Gradient Boost (General Model)	11	0.878	12972	286.5988327835575	3853239	0.29	3941	407	32025	None
692	7.41	0.01	Neural Network (Specific Model)	11	0.912	23914	385.60176991150445	286175	0.6	226	11	43181	None
72	28.82	5.74	Neural Network (Specific Model)	11	0.873	2500	226.39648749334754	1456750	0.49	1879	493	12813	None
88	74.37	1.61	Gradient Boost (General Model)	11	0.886	8460	284.0791896869245	1564787	0.41	1629	262	25851	None
96	81.29	0.23	Gradient Boost (General Model)	11	0.887	8176	285.1043165467626	1606745	0.48	1668	257	28705	None
